number_of_features: 2
f1: sensor reading 1
f2: sensor reading 2
				
number_of_classes: 4
c1: Slight-Right-Turn
c2: Sharp-Right-Turn
c3: Move-Forward
c4: Slight-Left-Turn
				
number_of_samples: 5456
f1	f2	class
1.367	0.527	c3
1.35	0.532	c3
1.332	0.538	c3
1.314	0.544	c3
1.297	0.55	c3
1.279	0.556	c3
1.262	0.562	c3
1.244	0.568	c3
1.226	0.574	c3
1.207	0.581	c3
1.189	0.588	c3
1.17	0.594	c3
1.151	0.601	c3
1.132	0.608	c3
1.112	0.615	c3
1.093	0.621	c3
1.073	0.628	c3
1.056	0.635	c3
1.037	0.642	c3
1.014	0.646	c3
0.994	0.654	c3
0.974	0.666	c3
0.956	0.67	c3
0.937	0.678	c3
0.919	0.685	c3
0.9	0.692	c2
0.882	0.699	c2
0.864	0.706	c2
0.846	0.714	c2
0.828	0.72	c2
0.811	0.727	c2
0.798	0.731	c2
0.793	0.731	c2
0.794	0.729	c2
0.796	0.727	c2
0.797	0.727	c2
0.797	0.727	c2
0.796	0.727	c2
0.796	0.727	c2
0.795	0.727	c2
0.795	0.726	c2
0.798	0.726	c2
0.797	0.725	c2
0.796	0.725	c2
0.792	0.727	c2
0.791	0.739	c2
0.789	0.728	c2
0.788	0.727	c2
0.787	0.723	c2
0.786	0.722	c2
0.785	0.721	c2
0.784	0.721	c2
0.783	0.724	c2
0.783	0.727	c2
0.783	0.733	c2
0.785	1.152	c2
0.896	0.73	c2
0.835	0.733	c2
0.784	0.736	c2
0.783	0.754	c2
0.786	0.827	c2
0.785	0.757	c2
0.792	0.785	c2
0.809	0.779	c2
0.819	0.772	c2
1.564	0.75	c3
1.565	0.758	c3
1.566	0.761	c3
1.566	0.758	c3
1.564	0.776	c3
1.557	0.758	c3
1.557	0.758	c3
1.556	0.757	c3
1.555	0.757	c3
1.552	0.755	c3
1.545	0.753	c3
1.535	0.746	c3
1.524	0.742	c3
1.511	0.74	c3
1.496	0.735	c3
1.48	0.729	c3
1.463	0.724	c3
1.447	0.717	c3
1.429	0.71	c3
1.411	0.704	c3
1.392	0.7	c3
1.377	0.699	c3
1.355	0.689	c3
1.336	0.684	c3
1.318	0.677	c3
1.298	0.671	c3
1.278	0.665	c3
1.261	0.656	c3
1.241	0.65	c3
1.22	0.643	c3
1.196	0.633	c3
1.178	0.626	c3
1.154	0.619	c3
1.135	0.612	c3
1.115	0.605	c3
1.096	0.599	c3
1.078	0.593	c3
1.06	0.586	c3
1.042	0.58	c3
1.024	0.573	c3
0.775	0.567	c2
0.763	0.561	c2
0.71	0.555	c2
0.698	0.548	c2
0.68	0.545	c2
0.667	0.539	c2
0.901	0.533	c3
0.897	0.526	c2
0.9	0.522	c2
0.905	0.522	c3
0.905	0.522	c3
0.904	0.521	c3
0.578	0.521	c2
0.901	0.521	c3
0.901	0.52	c3
0.576	0.519	c2
0.574	0.516	c2
0.573	0.513	c2
0.571	0.51	c2
0.862	0.507	c2
0.853	0.503	c2
0.842	0.501	c2
0.835	0.499	c2
0.833	0.497	c2
0.834	0.497	c2
0.835	0.496	c2
0.835	0.495	c2
0.836	0.495	c2
0.837	0.494	c2
0.838	0.493	c2
0.84	0.492	c2
0.841	0.49	c2
0.843	0.489	c2
0.84	0.488	c2
0.84	0.486	c2
0.587	0.484	c2
0.845	0.481	c2
0.846	0.479	c2
0.845	0.477	c2
0.845	0.474	c2
0.845	0.473	c2
0.844	0.471	c2
0.844	0.469	c2
0.84	0.468	c2
0.836	0.464	c2
0.838	0.461	c2
0.84	0.459	c2
0.839	0.456	c2
0.839	0.454	c2
0.839	0.451	c2
0.839	0.449	c2
0.842	0.448	c2
0.833	0.446	c2
0.84	0.451	c2
0.827	0.446	c2
0.833	0.445	c2
0.832	0.443	c2
0.831	0.443	c2
0.83	0.442	c2
0.829	0.445	c2
0.828	0.458	c2
0.828	0.483	c2
0.83	0.523	c2
0.867	0.452	c2
0.844	0.453	c2
0.832	0.474	c2
0.829	0.521	c2
0.828	0.85	c2
0.831	0.473	c2
0.834	0.465	c2
0.85	0.463	c2
3.3	0.468	c1
3.301	0.47	c1
3.302	0.479	c1
3.3	0.812	c3
3.3	0.808	c3
3.299	0.808	c3
3.298	0.811	c3
3.294	0.806	c3
3.287	0.803	c3
3.281	0.8	c3
3.272	0.795	c3
3.256	0.79	c3
3.238	0.784	c3
0.979	0.776	c3
3.21	0.572	c3
3.196	0.586	c3
3.174	0.754	c3
3.153	0.749	c3
3.137	0.738	c3
3.118	0.73	c3
3.099	0.722	c3
3.077	0.714	c3
3.061	0.707	c3
3.041	0.702	c3
3.022	0.692	c3
3.002	0.688	c3
2.983	0.68	c3
0.859	0.674	c2
0.84	0.667	c2
0.822	0.663	c2
2.909	0.667	c3
2.892	0.652	c3
2.876	0.643	c3
2.861	0.638	c3
2.846	0.634	c3
2.833	0.627	c3
2.82	0.623	c3
2.808	0.62	c3
2.796	0.618	c3
2.783	0.615	c3
2.769	0.614	c3
2.754	0.609	c3
2.738	0.599	c3
2.722	0.597	c3
2.704	0.588	c3
2.686	0.583	c3
2.668	0.578	c3
2.65	0.573	c3
2.631	0.568	c3
2.612	0.563	c3
2.593	0.558	c3
2.573	0.553	c3
2.553	0.548	c3
2.533	0.543	c3
2.513	0.539	c3
2.493	0.534	c3
2.473	0.53	c3
2.453	0.525	c3
2.433	0.52	c3
2.411	0.516	c3
2.394	0.512	c3
2.371	0.508	c3
2.351	0.504	c3
2.332	0.501	c3
2.312	0.499	c3
2.292	0.5	c3
2.272	0.516	c3
2.253	0.51	c3
2.233	0.503	c3
2.212	0.502	c3
2.192	0.502	c3
2.172	0.504	c3
2.152	0.506	c3
2.132	0.602	c3
2.112	0.513	c3
2.093	0.591	c3
2.074	0.57	c3
1.972	0.566	c3
1.952	0.573	c3
1.874	1.496	c4
1.855	1.492	c4
1.836	1.488	c4
1.817	1.485	c4
1.797	1.481	c4
1.779	1.481	c4
1.76	1.474	c4
1.742	1.473	c4
1.724	1.466	c4
1.706	1.466	c4
1.688	1.462	c4
1.671	1.459	c4
1.659	1.456	c4
1.641	1.457	c4
1.626	1.477	c4
1.612	1.485	c4
1.598	1.449	c4
1.584	1.446	c4
1.57	1.444	c4
1.557	1.442	c4
1.545	1.439	c4
1.47	1.444	c4
1.44	2.738	c4
1.431	0.821	c3
1.424	0.828	c3
1.433	0.833	c3
1.436	0.84	c3
1.411	0.853	c3
1.395	0.988	c4
1.389	2.278	c4
1.382	2.283	c4
1.37	1.432	c4
1.357	1.746	c4
1.346	1.748	c4
1.335	1.754	c4
1.327	1.762	c4
1.318	1.774	c4
1.306	2.35	c4
1.292	2.359	c4
1.279	1.001	c4
1.267	2.373	c4
1.251	2.38	c4
1.238	2.387	c4
1.229	2.394	c4
1.216	2.401	c4
1.204	2.408	c4
1.191	2.415	c4
1.177	2.424	c4
1.163	2.429	c4
1.149	1.6	c4
1.132	1.601	c4
1.119	0.943	c4
1.105	0.94	c4
1.091	0.938	c4
1.08	0.938	c4
1.067	0.938	c4
1.053	0.939	c4
1.038	0.933	c4
1.019	0.933	c4
1.005	0.933	c4
0.991	0.933	c4
0.975	0.933	c4
0.961	0.935	c4
0.946	0.935	c4
0.935	0.937	c4
0.922	0.939	c4
0.908	2.468	c4
0.894	2.47	c2
0.876	2.483	c2
0.862	3.642	c2
0.848	3.646	c2
0.835	3.652	c2
0.823	3.658	c2
0.815	0.885	c2
0.815	3.663	c2
0.818	3.661	c2
0.82	4.409	c2
0.822	4.409	c2
0.822	4.409	c2
0.821	4.408	c2
0.821	3.672	c2
0.822	0.914	c2
0.826	0.906	c2
0.827	0.908	c2
0.827	0.862	c2
0.828	0.856	c2
0.827	0.854	c2
0.824	0.849	c2
0.823	0.847	c2
0.822	0.845	c2
0.822	0.843	c2
0.822	0.842	c2
0.823	0.84	c2
0.823	0.844	c2
0.824	0.838	c2
0.826	0.831	c2
0.822	0.83	c2
0.821	0.827	c2
0.821	0.825	c2
0.82	0.823	c2
0.82	0.822	c2
0.82	0.824	c2
0.823	0.865	c2
0.822	0.82	c2
0.821	0.815	c2
0.816	0.81	c2
0.815	0.808	c2
0.814	0.806	c2
0.813	0.804	c2
0.813	0.809	c2
0.816	0.919	c2
0.816	0.916	c2
0.817	0.813	c2
0.81	0.805	c2
0.809	0.801	c2
0.807	0.8	c2
0.806	0.823	c2
0.806	0.863	c2
0.805	0.859	c2
0.808	0.887	c2
0.808	0.896	c2
0.807	0.868	c2
0.826	0.841	c2
0.825	0.834	c2
0.841	0.826	c2
0.805	0.823	c2
0.808	0.829	c2
0.808	0.825	c2
0.814	0.805	c2
0.871	0.798	c2
0.889	0.794	c2
0.932	0.792	c3
0.934	0.792	c3
0.926	0.789	c3
1.213	0.783	c3
1.352	0.782	c3
1.349	0.782	c3
1.343	0.781	c3
1.335	0.781	c3
0.91	0.776	c3
0.897	0.768	c2
1.297	0.766	c3
1.282	0.759	c3
1.265	0.753	c3
1.249	0.745	c3
1.233	0.738	c3
1.217	0.732	c3
1.201	0.725	c3
1.184	0.718	c3
1.168	0.712	c3
1.151	0.706	c3
1.133	0.699	c3
1.116	0.692	c3
1.098	0.686	c3
1.08	0.678	c3
1.062	0.672	c3
1.043	0.665	c3
1.024	0.657	c3
0.894	0.649	c2
0.873	0.642	c2
0.967	0.635	c3
0.854	0.628	c2
finished
