number_of_features: 4
f1: sensor reading 1
f2: sensor reading 2
f3: sensor reading 3
f4: sensor reading 4
				
number_of_classes: 4
c1: Slight-Right-Turn
c2: Sharp-Right-Turn
c3: Move-Forward
c4: Slight-Left-Turn
				
number_of_samples: 5456
f1	f2	f3	f4	class
0.886	0.634	1.486	0.87	c2
1.316	0.633	1.484	0.872	c3
1.314	0.632	1.484	0.874	c3
1.316	0.632	1.485	0.874	c3
1.313	0.637	1.489	0.875	c3
1.311	0.634	1.486	0.877	c3
1.311	0.633	1.49	0.88	c3
1.306	0.65	1.491	0.882	c3
1.303	0.632	1.505	0.885	c3
1.3	0.628	1.493	0.888	c3
1.298	0.627	1.507	0.889	c3
1.296	0.626	1.54	0.891	c3
1.295	0.625	1.501	0.893	c3
1.293	0.625	1.542	0.895	c3
1.291	0.624	1.513	0.897	c3
1.286	0.623	1.543	0.899	c3
1.287	0.622	1.544	0.901	c3
1.282	0.622	1.542	0.903	c3
1.278	0.623	1.546	0.906	c3
1.275	0.625	1.542	0.913	c3
1.266	0.633	1.546	0.922	c3
0.846	0.612	1.51	0.933	c2
0.832	0.608	1.515	0.946	c2
1.226	0.602	1.524	0.961	c3
1.207	0.597	1.531	0.977	c3
1.191	0.591	1.544	0.993	c3
0.835	0.583	1.557	1.008	c2
1.158	0.582	1.59	1.023	c3
1.144	0.578	1.596	1.037	c3
1.134	0.575	1.602	1.054	c3
1.121	0.568	1.607	1.067	c3
1.108	0.564	1.613	1.077	c3
1.096	0.559	1.619	1.092	c3
0.781	0.552	1.624	1.105	c2
0.766	0.547	1.631	1.119	c2
0.596	0.543	1.644	1.134	c2
1.04	0.534	1.651	1.149	c3
0.586	0.529	1.658	1.164	c2
0.823	0.524	1.736	1.178	c2
0.802	0.52	3.165	1.192	c2
0.987	0.516	1.745	1.202	c3
0.766	0.51	1.75	1.214	c2
0.762	0.507	1.75	1.218	c2
0.762	0.506	1.7	1.217	c2
0.759	0.506	1.703	1.217	c2
0.759	0.506	1.704	1.217	c2
0.761	0.505	1.691	1.217	c2
0.98	0.504	1.689	1.217	c3
0.983	0.504	1.731	1.217	c3
0.972	0.503	3.174	1.217	c3
0.971	0.502	3.176	1.217	c3
0.97	0.501	3.176	1.218	c3
0.969	0.501	3.176	1.22	c3
0.967	0.501	3.176	1.221	c3
0.966	0.501	3.176	1.222	c3
0.964	0.501	3.177	1.224	c3
0.961	0.5	3.177	1.228	c3
0.951	0.499	3.179	1.235	c3
0.943	0.498	3.181	1.245	c3
0.882	0.497	3.182	1.257	c2
0.865	0.495	3.184	1.274	c2
0.906	0.494	3.189	1.286	c1
0.892	0.493	1.779	1.302	c2
0.876	0.491	3.193	1.319	c2
0.866	0.489	1.788	1.337	c2
0.855	0.489	1.796	1.129	c2
0.844	0.488	3.199	1.362	c2
0.835	0.487	3.201	1.374	c2
0.834	0.486	1.942	1.377	c2
0.835	0.484	1.938	1.376	c2
0.836	0.483	1.934	1.377	c2
0.836	0.483	1.937	1.377	c2
0.836	0.482	1.937	1.377	c2
0.836	0.482	1.937	1.139	c2
0.836	0.481	1.934	1.38	c2
0.839	0.48	1.934	1.128	c2
0.842	0.479	3.207	1.121	c2
1.461	0.477	3.208	1.132	c1
1.111	0.476	1.76	1.125	c1
1.11	0.474	1.757	1.114	c1
1.109	0.473	1.759	1.114	c1
1.104	0.472	1.757	1.114	c1
1.102	0.472	1.758	1.115	c1
1.105	0.472	1.758	1.115	c1
1.105	0.472	1.758	1.115	c1
1.101	0.472	1.758	1.116	c1
1.101	0.472	1.758	1.116	c1
1.103	0.472	1.758	1.12	c1
1.102	0.472	1.759	1.119	c1
1.105	0.472	1.76	1.112	c1
1.098	0.473	1.761	1.095	c1
1.5	0.473	1.763	1.122	c1
1.493	0.474	1.764	1.047	c1
1.486	0.475	1.766	0.571	c1
1.479	0.476	1.768	0.567	c1
1.468	0.478	1.77	0.568	c1
1.46	0.48	1.774	0.569	c1
1.456	0.481	1.775	0.569	c1
1.447	0.483	1.777	0.973	c1
1.436	0.484	1.782	0.985	c1
1.427	0.486	1.784	0.991	c1
1.419	0.488	1.993	0.576	c1
1.412	0.49	1.794	0.574	c1
1.406	0.492	1.796	0.579	c1
1.397	0.494	1.797	1.039	c1
1.389	0.497	1.595	1.265	c3
1.315	0.499	1.6	1.271	c3
1.304	0.502	1.606	1.28	c3
1.299	0.504	1.618	0.856	c3
1.358	0.508	1.631	0.865	c3
1.349	0.512	1.64	1.076	c3
1.339	0.516	1.653	1.323	c3
1.329	0.521	1.667	1.338	c3
1.318	0.527	1.679	0.915	c3
1.306	0.533	1.695	0.928	c3
1.295	0.539	1.714	0.941	c3
1.284	0.545	1.728	0.951	c3
1.266	0.552	1.749	0.972	c3
1.248	0.559	1.763	0.989	c3
1.233	0.566	1.783	1.013	c3
1.212	0.573	1.799	1.034	c3
1.164	0.58	1.818	1.501	c3
1.145	0.587	1.828	1.517	c3
1.123	0.594	1.896	1.541	c3
1.103	0.601	1.911	1.561	c3
1.081	0.608	1.908	0.971	c3
1.061	0.616	1.907	0.992	c3
1.043	0.623	1.908	1.01	c3
1.024	0.63	1.915	1.638	c3
1.005	0.637	2.109	1.658	c3
0.985	0.645	1.999	1.679	c3
0.966	0.652	2.015	1.61	c3
0.947	0.659	2.109	1.723	c3
0.928	0.664	2.2	1.643	c3
0.91	0.668	3.023	1.666	c3
0.893	0.675	3.02	1.684	c2
0.874	0.683	3.01	1.624	c2
0.856	0.689	3.005	1.64	c2
0.837	0.69	2.998	1.658	c2
0.822	0.691	2.989	1.862	c2
1.091	0.693	2.983	1.698	c3
1.088	0.694	2.98	1.218	c3
1.442	0.697	2.975	1.135	c3
1.44	0.695	2.279	1.133	c3
1.445	0.695	2.282	1.128	c3
1.444	0.696	2.977	1.151	c3
1.442	0.697	2.976	1.138	c3
1.439	0.698	2.975	1.156	c3
1.437	0.699	2.974	1.158	c3
1.436	0.699	2.973	1.14	c3
1.435	0.699	2.973	1.141	c3
1.43	0.7	2.973	1.142	c3
1.427	0.701	2.972	1.148	c3
1.422	0.703	2.97	1.156	c3
1.056	0.706	2.967	1.17	c3
1.047	0.709	2.964	1.182	c3
1.041	0.714	2.959	0.804	c3
1.031	0.72	2.953	1.134	c3
1.026	0.726	2.947	1.7	c3
1.018	0.733	2.941	1.781	c3
1.01	0.74	2.934	1.792	c3
0.667	0.747	2.927	1.81	c2
0.645	0.755	2.92	1.829	c2
0.625	0.763	2.912	1.848	c2
0.609	0.77	2.905	1.868	c2
0.593	0.778	2.898	1.89	c2
0.575	0.785	2.891	1.343	c2
0.565	0.788	2.885	1.358	c2
0.554	0.783	2.88	2.172	c2
0.548	0.776	2.88	1.726	c2
0.549	0.774	2.882	1.584	c2
0.553	0.774	2.884	1.582	c2
0.556	0.771	2.887	1.575	c2
0.563	0.77	2.888	1.575	c2
0.569	0.769	2.889	1.578	c2
0.569	0.769	2.889	1.575	c2
0.998	0.768	2.89	1.559	c3
0.995	0.768	2.417	1.578	c3
0.995	0.767	2.892	1.559	c3
0.994	0.766	2.892	5	c3
0.996	0.766	2.891	1.565	c3
0.995	0.766	2.891	1.559	c3
0.99	0.766	2.89	1.565	c3
0.985	0.765	2.887	1.595	c3
0.978	0.764	2.884	1.144	c3
0.968	0.763	2.878	1.154	c3
0.956	0.766	2.871	1.585	c3
0.942	0.765	2.864	1.781	c3
0.928	0.768	2.859	1.563	c3
0.913	0.768	2.848	5	c3
0.898	0.771	2.839	5	c2
0.882	0.771	2.83	1.554	c2
0.865	0.77	2.82	1.57	c2
0.848	0.764	2.811	1.588	c2
0.832	0.765	2.802	1.56	c2
0.816	0.766	2.793	1.584	c2
0.802	0.767	2.785	1.587	c2
0.786	0.768	2.779	1.274	c2
0.781	0.768	2.778	1.607	c2
0.782	0.769	2.781	1.608	c2
0.783	0.768	2.783	0.946	c2
0.785	0.77	2.783	0.941	c2
0.785	0.768	2.783	0.942	c2
0.784	0.767	2.783	0.941	c2
0.784	0.868	2.784	0.949	c2
0.783	0.87	2.785	0.911	c2
0.783	0.87	2.339	0.909	c2
0.782	0.869	2.34	0.905	c2
0.78	0.771	2.783	0.903	c2
0.779	0.766	2.787	0.898	c2
0.778	0.76	2.136	5	c2
0.777	0.754	2.135	4.301	c2
0.776	0.749	2.137	0.933	c2
0.776	0.747	2.145	0.911	c2
0.776	0.746	2.15	0.886	c2
0.777	0.748	2.151	0.881	c2
0.777	0.747	2.151	0.879	c2
0.78	0.747	2.802	0.879	c2
0.78	0.747	2.805	0.875	c2
0.779	0.746	2.147	0.874	c2
0.785	0.391	2.155	0.869	c2
1.556	0.386	2.646	0.868	c1
0.828	0.374	2.643	0.866	c2
0.782	0.372	2.643	0.864	c2
0.777	0.371	2.644	0.862	c2
0.776	0.366	2.645	0.862	c2
0.775	0.364	2.815	0.865	c2
0.774	0.366	2.724	0.901	c2
0.776	0.375	2.651	0.862	c2
0.779	0.746	2.821	0.858	c2
0.796	0.75	2.646	0.856	c2
1.807	0.364	2.647	0.852	c1
1.799	0.354	2.405	0.851	c1
1.798	0.352	2.651	0.852	c1
0.944	0.35	2.653	0.852	c1
1.795	0.35	2.654	0.853	c1
0.935	0.35	2.654	0.854	c1
0.942	0.35	2.651	0.854	c1
1.794	0.35	2.65	0.854	c1
1.794	0.35	2.654	0.854	c1
0.938	0.35	2.655	0.855	c1
0.937	0.35	2.655	0.855	c1
0.937	0.35	2.655	0.855	c1
0.943	0.35	2.652	0.856	c1
0.939	0.35	2.652	0.856	c1
0.933	0.35	2.653	0.856	c1
0.936	0.35	2.656	0.856	c1
0.936	0.35	2.656	0.856	c1
0.932	0.35	2.656	0.856	c1
0.935	0.35	2.656	0.856	c1
0.935	0.35	2.653	0.856	c1
0.935	0.35	2.66	0.856	c1
0.935	0.35	2.657	0.86	c1
0.931	0.35	2.654	0.86	c1
0.935	0.35	2.657	0.86	c1
0.931	0.353	2.66	0.857	c1
0.933	0.353	2.658	0.859	c1
0.93	0.744	2.66	0.865	c3
0.923	0.743	2.655	0.867	c3
0.915	0.743	2.661	0.876	c3
0.909	0.74	2.664	0.879	c3
0.902	0.74	2.668	0.888	c3
0.893	0.733	2.672	0.903	c2
0.886	0.726	2.157	0.906	c2
1.717	0.376	2.151	0.902	c1
1.704	0.371	2.149	0.909	c1
2.695	0.372	2.145	0.915	c1
2.682	0.377	2.14	0.924	c1
2.672	0.396	2.709	0.933	c1
2.659	0.692	2.714	0.941	c3
2.647	0.688	2.718	0.95	c3
2.636	0.684	2.705	0.956	c3
2.625	0.68	2.727	0.964	c3
2.616	0.46	2.73	0.971	c1
2.608	0.674	2.733	0.979	c3
2.598	0.461	2.105	0.989	c1
2.586	0.469	2.094	0.925	c1
2.579	0.662	2.05	0.933	c3
2.562	0.658	2.052	0.943	c3
2.552	0.655	2.041	0.959	c3
2.538	0.651	2.073	0.971	c3
1.498	0.647	2.075	0.984	c3
1.48	0.644	2.027	0.998	c3
1.465	0.511	2.025	1.013	c3
1.449	0.527	2.058	1.028	c3
1.429	0.633	2.052	1.045	c3
1.414	0.626	2.042	1.062	c3
1.396	0.582	1.993	1.132	c3
1.378	0.584	1.98	0.571	c3
1.359	0.613	1.977	0.582	c3
1.344	0.614	2.798	0.594	c3
1.325	0.611	2.803	0.61	c3
1.306	0.607	1.999	0.622	c3
2.287	0.603	1.992	0.638	c3
2.266	0.599	2.81	0.655	c3
2.245	0.595	2.065	0.674	c3
2.224	0.591	2.097	0.69	c3
2.204	0.585	2.829	0.703	c3
2.184	0.582	2.081	0.719	c3
2.164	0.579	2.823	0.738	c3
2.145	0.578	2.823	0.753	c3
2.126	0.575	2.025	0.769	c3
2.108	0.572	2.8	0.783	c3
2.089	0.569	2.787	0.798	c3
2.07	0.566	2.772	0.813	c3
2.051	0.563	2.146	0.827	c3
2.032	0.559	2.138	0.843	c3
2.013	0.556	2.102	0.858	c3
1.995	0.553	2.723	0.873	c3
1.976	0.549	2.085	0.887	c3
1.957	0.546	1.875	0.902	c3
1.939	0.542	1.863	0.917	c3
1.92	0.538	1.862	0.931	c3
1.902	0.534	1.862	0.945	c3
1.884	0.53	1.906	0.959	c3
0.592	0.527	1.876	0.974	c2
0.587	0.523	1.871	0.989	c2
0.583	0.519	1.853	1.003	c2
0.576	0.515	1.852	1.018	c2
0.575	0.511	1.849	1.031	c2
0.572	0.507	1.852	1.044	c2
0.568	0.504	1.848	1.057	c2
0.803	0.5	1.849	1.064	c2
0.801	0.498	1.851	1.063	c2
0.802	0.497	1.849	1.071	c2
0.802	0.497	1.853	1.076	c2
0.802	0.496	1.853	1.062	c2
0.802	0.496	1.853	1.064	c2
0.802	0.496	1.854	1.099	c2
0.802	0.495	1.814	1.085	c2
0.802	0.494	1.855	1.057	c2
0.804	0.493	1.817	1.053	c2
1.542	0.492	1.867	1.052	c1
1.542	0.491	1.865	1.051	c1
1.545	0.49	2.005	1.046	c1
1.754	0.489	2.063	1.045	c1
1.754	0.489	1.932	1.045	c1
1.753	0.489	1.97	1.046	c1
1.753	0.489	1.938	1.046	c1
1.754	0.489	1.971	1.046	c1
1.753	0.489	1.971	1.046	c1
1.752	0.488	1.932	1.047	c1
1.749	0.488	1.941	1.049	c1
1.745	0.487	1.93	1.052	c1
0.589	0.487	2.018	1.057	c2
0.59	0.486	1.919	1.062	c2
0.59	0.486	1.913	1.068	c2
1.715	0.484	1.911	1.076	c1
1.706	0.483	1.89	1.083	c1
1.697	0.482	1.859	1.09	c1
1.69	0.481	1.855	1.096	c1
1.684	0.48	1.853	1.102	c1
1.677	0.48	1.852	1.108	c1
1.47	0.48	1.848	1.114	c1
1.663	0.48	1.846	1.121	c1
1.453	0.481	1.844	1.128	c1
1.449	0.481	1.842	1.136	c1
1.435	0.482	1.84	1.144	c1
1.428	0.483	1.837	1.153	c1
1.417	0.485	1.834	1.165	c1
1.415	0.486	1.832	0.582	c1
1.417	0.488	1.829	1.184	c1
1.592	0.49	1.822	0.584	c1
1.581	0.492	1.819	1.203	c1
1.571	0.494	1.816	1.213	c1
1.56	0.496	1.813	1.219	c3
1.55	0.497	1.809	1.229	c3
1.54	0.499	1.806	1.239	c3
1.529	0.502	1.802	1.25	c3
1.518	0.504	1.798	1.261	c3
1.505	0.507	1.794	1.274	c3
1.491	0.511	1.788	1.288	c3
1.476	0.515	1.782	1.303	c3
1.46	0.52	1.776	0.609	c3
1.443	0.524	1.767	1.337	c3
1.426	0.53	1.76	0.618	c3
1.408	0.535	1.753	0.61	c3
1.39	0.541	1.746	1.391	c3
1.372	0.546	1.739	0.62	c3
1.354	0.553	1.732	0.64	c3
1.336	0.558	1.725	0.646	c3
1.318	0.564	1.718	0.649	c3
1.3	0.57	1.711	0.641	c3
1.282	0.576	1.704	0.65	c3
1.264	0.583	1.697	0.999	c3
1.245	0.589	1.69	1.017	c3
1.225	0.595	1.683	1.035	c3
1.206	0.601	1.676	1.054	c3
1.186	0.608	1.669	1.074	c3
1.167	0.614	1.662	1.096	c3
1.147	0.621	1.655	1.115	c3
1.131	0.627	1.647	0.71	c3
1.111	0.633	1.64	0.709	c3
1.091	0.64	1.633	0.712	c3
1.072	0.646	1.626	0.716	c3
1.052	0.653	1.618	0.726	c3
1.03	0.659	1.611	0.732	c3
1.011	0.663	1.604	0.738	c3
0.991	0.67	1.596	0.741	c3
0.972	0.682	1.589	0.744	c3
0.952	0.686	1.581	1.323	c3
0.933	0.693	1.571	1.875	c3
0.914	0.7	1.559	1.895	c3
0.895	0.707	1.551	1.912	c2
0.876	0.714	1.542	1.411	c2
0.857	0.721	1.534	0.78	c2
0.838	0.728	1.525	0.791	c2
0.819	0.735	1.514	0.798	c2
0.801	0.742	1.507	0.804	c2
0.785	0.747	1.502	0.812	c2
0.776	0.748	1.5	2.047	c2
0.777	0.746	1.502	0.807	c2
0.78	0.744	1.505	0.839	c2
0.78	0.744	1.506	0.844	c2
0.78	0.744	1.506	0.844	c2
0.779	0.744	1.509	0.834	c2
0.779	0.744	1.509	0.833	c2
0.779	0.743	1.51	0.832	c2
0.779	0.743	1.51	0.83	c2
0.778	0.743	1.511	0.829	c2
0.778	0.743	1.511	1.48	c2
0.778	0.743	1.512	0.834	c2
0.778	0.742	1.512	1.48	c2
0.778	0.742	1.513	1.48	c2
0.78	0.741	1.515	1.48	c2
0.779	0.744	1.515	0.811	c2
0.774	0.743	1.514	0.78	c2
0.773	0.748	1.515	0.773	c2
0.772	0.743	1.516	0.766	c2
0.771	0.738	1.519	0.762	c2
0.77	0.737	1.52	0.759	c2
0.769	0.737	1.525	0.756	c2
0.768	0.739	1.527	0.774	c2
0.767	0.739	1.53	0.754	c2
0.766	0.743	1.531	0.744	c2
0.766	0.749	1.536	0.738	c2
0.771	1.151	1.541	0.735	c2
0.875	0.746	1.559	0.728	c2
0.818	0.789	1.546	0.725	c2
0.768	0.784	1.551	0.723	c2
0.767	0.783	1.554	0.72	c2
0.767	0.784	1.574	0.722	c2
0.77	0.81	1.577	0.718	c2
0.773	0.769	2.911	0.713	c2
0.786	0.763	2.912	0.711	c2
0.797	0.756	2.913	0.709	c2
1.543	0.753	1.606	0.707	c3
1.544	0.749	1.586	0.706	c3
0.78	0.746	1.607	0.705	c2
1.544	0.743	1.615	0.705	c3
1.543	0.745	1.611	0.707	c3
1.541	0.741	1.609	0.709	c3
1.54	0.741	1.608	0.71	c3
1.539	0.741	1.608	0.711	c3
1.538	0.74	1.61	0.712	c3
1.534	0.739	1.606	0.716	c3
1.527	0.737	1.599	0.722	c3
1.518	0.733	1.592	0.732	c3
1.506	0.729	1.578	0.743	c3
1.492	0.724	1.571	0.756	c3
1.478	0.718	1.556	0.771	c3
1.463	0.712	1.544	0.787	c3
1.446	0.709	2.959	0.803	c3
1.43	0.702	2.966	0.82	c3
1.415	0.696	2.88	0.837	c3
1.397	0.692	2.193	0.856	c3
1.375	0.686	2.21	0.874	c3
1.356	0.676	2.224	0.893	c3
1.337	0.67	2.235	0.912	c3
1.322	0.667	1.415	0.93	c3
1.3	0.657	1.366	0.949	c3
1.281	0.651	1.344	0.968	c3
1.265	0.644	1.324	0.987	c3
1.246	0.638	1.305	1.006	c3
1.226	0.632	1.286	1.025	c3
1.206	0.625	1.27	1.045	c3
1.184	0.619	1.253	1.064	c3
1.164	0.611	1.237	1.084	c3
1.144	0.604	3.075	1.103	c3
1.124	0.598	1.194	1.123	c3
1.108	0.59	1.171	1.143	c3
1.085	0.584	1.151	1.162	c3
1.066	0.58	1.132	1.181	c3
1.048	0.577	1.114	1.2	c3
1.029	0.567	1.095	1.218	c3
1.01	0.561	1.074	1.237	c3
0.755	0.555	1.056	1.255	c2
0.712	0.551	1.041	1.273	c2
0.684	0.542	1.022	1.292	c2
0.669	0.536	1	1.31	c2
0.658	0.529	0.982	1.328	c2
0.655	0.52	0.966	1.345	c2
0.886	0.515	0.956	1.36	c2
0.88	0.506	3.193	1.366	c2
0.57	0.504	3.203	1.364	c2
0.568	0.504	3.198	1.361	c2
0.565	0.505	3.197	1.36	c2
0.887	0.505	3.194	1.36	c2
0.886	0.504	3.194	1.36	c2
0.565	0.503	3.188	1.36	c2
0.886	0.502	3.189	1.363	c2
0.889	0.501	2.584	1.358	c2
0.889	0.501	2.59	1.358	c2
0.889	0.5	2.587	1.358	c2
0.888	0.5	2.584	1.358	c2
0.889	0.499	3.204	1.357	c2
0.889	0.498	3.205	1.357	c2
0.889	0.497	3.193	1.357	c2
0.889	0.495	3.191	1.357	c2
0.89	0.494	3.188	1.356	c2
0.89	0.493	2.582	1.356	c2
0.891	0.491	2.59	1.356	c2
0.891	0.49	0.966	1.36	c2
0.888	0.489	2.579	1.36	c2
0.584	0.486	2.581	1.36	c2
0.891	0.484	2.581	1.36	c2
0.893	0.482	2.582	1.393	c2
0.892	0.48	2.583	1.375	c2
0.892	0.479	2.582	1.392	c2
0.893	0.477	2.586	1.362	c2
0.892	0.475	2.588	1.363	c2
0.892	0.473	2.59	1.365	c2
0.892	0.472	2.594	1.367	c2
0.893	0.47	2.596	1.371	c2
0.895	0.467	2.597	1.41	c2
0.887	0.464	1.426	0.788	c2
0.89	0.461	1.42	0.784	c2
0.889	0.459	1.415	0.783	c2
0.888	0.457	1.416	0.782	c2
0.887	0.455	2.604	0.525	c2
0.887	0.453	1.416	0.506	c2
0.886	0.451	2.613	0.497	c2
0.889	0.45	2.615	0.508	c2
0.882	0.452	1.438	0.49	c2
0.887	0.463	1.429	0.485	c2
0.877	0.451	1.424	0.481	c2
0.88	0.447	1.398	0.487	c2
0.879	0.446	1.398	0.471	c2
0.878	0.446	1.4	0.463	c2
0.876	0.445	1.419	0.48	c2
0.876	0.448	1.415	0.465	c2
0.878	0.475	1.395	0.447	c2
0.877	0.504	1.395	0.445	c2
0.879	0.553	1.392	0.439	c2
0.887	0.453	1.389	0.437	c2
0.899	0.457	1.39	0.435	c2
0.877	0.545	1.394	0.432	c2
0.873	0.539	1.41	0.43	c2
0.876	1.053	1.401	0.429	c2
0.882	0.47	1.394	0.423	c2
0.892	0.469	1.396	0.421	c2
3.287	0.474	1.397	0.42	c1
3.284	0.481	1.396	0.419	c1
3.284	0.858	1.398	0.419	c3
3.285	0.855	1.399	0.419	c3
3.285	0.851	1.4	0.419	c3
3.288	0.851	1.4	0.419	c3
3.291	0.851	1.4	0.42	c3
3.285	0.851	1.401	0.423	c3
3.278	0.848	1.403	0.429	c3
3.266	0.845	1.408	0.438	c3
3.256	0.843	1.412	0.448	c3
3.244	0.835	1.417	0.46	c3
3.23	0.832	1.424	0.474	c3
3.215	0.822	1.43	0.489	c3
3.202	0.817	1.438	0.505	c3
3.187	0.593	1.445	0.522	c3
3.163	0.8	1.453	0.54	c3
3.144	0.792	1.46	0.559	c3
3.126	0.788	1.468	0.578	c3
1.022	0.777	1.476	0.597	c3
3.09	0.769	1.483	0.616	c3
3.067	0.765	1.491	0.636	c3
3.051	0.758	1.499	0.655	c3
3.031	0.75	1.507	0.674	c3
0.949	0.74	1.515	0.693	c3
0.929	0.732	1.523	0.712	c3
0.91	0.728	1.531	0.732	c3
2.954	0.718	1.539	0.751	c3
2.935	0.714	1.546	0.77	c3
2.916	0.723	1.553	0.788	c3
2.898	0.714	1.561	0.806	c3
2.88	0.704	1.568	0.824	c3
2.862	0.697	1.575	0.842	c3
2.844	0.689	1.582	0.86	c3
2.826	0.683	1.589	0.878	c3
2.808	0.675	1.596	0.896	c3
2.79	0.686	1.603	0.914	c3
2.771	0.666	1.61	0.933	c3
2.752	0.663	1.617	0.951	c3
2.733	0.673	1.625	0.97	c3
2.714	0.649	1.633	0.988	c3
2.696	0.643	1.64	1.007	c3
2.678	0.636	1.647	1.025	c3
2.659	0.63	1.655	1.043	c3
2.641	0.622	1.662	1.062	c3
2.622	0.613	1.67	1.08	c3
2.601	0.609	1.677	1.099	c3
2.582	0.599	1.685	1.117	c3
2.566	0.596	1.692	1.136	c3
2.547	0.587	1.7	1.154	c3
2.526	0.58	1.707	1.173	c3
2.507	0.574	1.714	1.191	c3
2.488	0.567	1.722	1.21	c3
2.47	0.561	1.729	1.228	c3
2.452	0.557	1.736	1.246	c3
2.434	0.551	1.743	1.264	c3
2.415	0.543	1.751	1.282	c3
2.397	0.537	1.759	1.301	c3
2.378	0.527	1.767	1.319	c3
2.36	0.523	1.774	1.337	c3
2.342	0.535	1.783	1.355	c3
2.323	0.524	1.791	1.374	c3
2.305	0.506	1.799	1.392	c3
2.287	0.503	1.807	1.41	c3
1.923	0.492	1.815	1.428	c1
1.9	0.487	1.824	1.447	c1
1.887	0.483	1.832	1.465	c1
2.211	0.48	1.84	1.483	c1
2.193	0.478	1.848	1.502	c1
2.176	0.479	1.856	1.519	c1
2.159	0.497	1.863	1.536	c3
2.143	0.486	1.87	1.552	c1
2.127	0.503	1.876	1.568	c3
2.112	0.514	1.883	1.583	c3
2.098	0.492	1.889	1.596	c1
2.084	0.479	1.895	1.61	c1
2.071	0.483	1.9	1.622	c1
1.813	0.63	1.905	1.635	c3
1.796	0.482	1.91	1.647	c1
1.789	0.621	1.916	1.659	c3
1.782	0.625	1.92	1.67	c3
1.77	0.597	1.925	1.681	c3
2.001	0.601	1.93	1.692	c3
1.788	0.605	1.935	1.704	c3
1.771	0.571	1.941	1.717	c3
1.964	0.544	1.947	1.73	c3
1.952	0.579	1.953	1.743	c3
1.941	0.522	1.959	1.756	c3
1.927	0.53	1.965	1.771	c3
1.91	0.516	1.971	1.786	c3
1.893	1.428	1.95	1.802	c4
1.876	1.419	1.986	1.819	c4
1.859	1.413	1.934	1.837	c4
1.84	1.405	1.941	1.856	c4
1.82	1.4	2.004	1.875	c4
1.801	1.398	1.879	1.894	c4
1.782	1.394	1.853	1.913	c4
1.763	1.389	1.834	1.931	c4
1.745	1.386	1.815	1.95	c4
1.727	1.381	1.798	1.968	c4
1.633	1.38	2.032	1.985	c4
1.693	1.384	1.762	2.001	c4
1.678	1.412	1.741	2.015	c4
1.663	1.378	1.703	2.029	c4
1.649	1.372	1.681	2.042	c4
1.569	1.369	1.663	2.055	c4
1.559	1.367	1.651	2.069	c4
1.578	1.364	1.658	2.083	c4
1.547	1.361	1.778	2.096	c4
1.555	1.358	1.631	2.109	c4
1.45	1.362	1.591	2.123	c4
1.369	2.692	1.577	2.138	c4
1.358	2.689	1.56	2.181	c4
1.342	2.686	1.546	2.165	c4
1.332	0.753	1.533	2.177	c3
1.347	0.761	1.534	2.19	c3
1.333	0.772	1.508	2.204	c3
1.307	0.775	1.497	2.181	c3
1.3	0.785	1.483	2.187	c3
1.292	0.856	1.469	2.187	c3
1.284	0.935	1.458	2.188	c4
1.276	2.253	1.447	2.199	c4
1.265	1.319	1.435	2.312	c4
1.254	1.324	1.423	2.299	c4
1.245	1.336	1.415	2.334	c4
1.234	2.293	1.405	2.364	c4
1.226	0.832	1.397	2.385	c3
1.211	0.834	1.382	2.409	c3
1.197	0.839	1.372	2.395	c3
1.182	0.843	1.362	2.396	c3
1.163	0.847	1.35	3.34	c3
1.147	0.854	1.343	2.321	c3
1.131	0.86	1.336	2.326	c3
1.115	2.358	1.329	2.349	c4
1.098	2.365	1.323	2.431	c4
1.081	2.372	1.316	2.435	c4
1.064	0.875	1.31	3.437	c3
1.047	0.883	1.303	3.454	c3
1.031	0.891	1.296	2.451	c3
1.014	2.401	1.289	3.486	c4
0.997	2.407	1.283	2.48	c4
0.98	0.895	1.277	2.47	c3
0.966	0.897	1.27	2.481	c3
0.948	0.903	1.263	2.49	c4
0.932	0.908	1.256	2.501	c4
0.915	0.913	1.251	2.505	c4
0.899	0.916	1.245	2.515	c2
0.883	0.922	1.242	2.523	c2
0.867	0.927	1.237	2.598	c2
0.851	0.932	1.231	2.616	c2
0.836	0.938	1.227	2.604	c2
0.822	0.917	1.223	2.617	c2
0.816	0.903	1.222	2.637	c2
0.817	0.897	1.221	2.633	c2
0.817	0.891	1.222	3.677	c2
0.822	0.89	1.224	3.675	c2
0.822	0.894	1.223	2.666	c2
0.822	0.89	1.223	3.675	c2
0.818	0.89	1.224	3.675	c2
0.817	0.89	1.224	3.675	c2
0.816	0.889	1.224	3.672	c2
0.816	0.888	1.225	3.675	c2
0.814	0.887	1.226	2.649	c2
0.814	0.886	1.228	2.644	c2
0.813	0.885	1.229	2.649	c2
0.812	0.884	1.231	2.652	c2
0.815	0.889	1.233	2.656	c2
0.815	0.978	1.239	3.676	c2
0.815	0.898	1.242	3.681	c2
0.813	0.97	1.244	2.672	c2
0.812	0.881	1.246	3.669	c2
0.807	0.877	1.245	3.668	c2
0.806	0.877	1.247	3.674	c2
0.805	0.901	1.249	2.683	c2
0.804	0.963	1.255	2.687	c2
0.803	0.871	1.258	2.688	c2
0.805	0.954	1.26	3.715	c2
0.805	0.887	1.268	4.834	c2
